"","NAME","N","DHONDT","YEAR","PROVINCENUM","PROVINCE"
"1379","Punnala Liisa",8,52.938,2007,6,"PIR"
"1380","Vainionpää Raimo",8,56.467,2007,6,"PIR"
"1381",NA,NA,NA,2007,6,"PIR"
"1382","KTP - KAP",NA,NA,2007,6,"PIR"
"1383","Harju Raakel",63,87,2007,6,"PIR"
"1384","Salmijärvi Petteri",24,43.5,2007,6,"PIR"
"1385",NA,NA,NA,2007,6,"PIR"
"1386","STP - FAP",NA,NA,2007,6,"PIR"
"1387","Koivula Risto",85,85,2007,6,"PIR"
"1388",NA,NA,NA,2007,6,"PIR"
"1389","SIK",NA,NA,2007,6,"PIR"
"1390","Lehto Seppo",152,279,2007,6,"PIR"
"1391","Heikkilä Olli",127,139.5,2007,6,"PIR"
"1392",NA,NA,NA,2007,6,"PIR"
"1393",NA,NA,NA,2007,6,"PIR"
"1394","KYMI - KYMMENE",NA,NA,2007,7,"KYM"
"1395",NA,NA,NA,2007,7,"KYM"
"1396","KESK - CENT",NA,NA,2007,7,"KYM"
"1397","*Tiilikainen Kimmo",6632,39698,2007,7,"KYM"
"1398","*Laukkanen Markku",5328,19849,2007,7,"KYM"
"1399","*Pakkanen Markku",5063,13232.667,2007,7,"KYM"
"1400","Torniainen Ari",3903,9924.5,2007,7,"KYM"
"1401","Harju Kyösti",3029,7939.6,2007,7,"KYM"
"1402","Tulkki Jarmo",2954,6616.333,2007,7,"KYM"
"1403","Berg Ari",2709,5671.143,2007,7,"KYM"
"1404","Wall Janne",2092,4962.25,2007,7,"KYM"
"1405","Aro Marketta",1831,4410.889,2007,7,"KYM"
"1406","Henttonen Irmeli",1720,3969.8,2007,7,"KYM"
"1407","Kekki Anni",1290,3608.909,2007,7,"KYM"
"1408","Tulokas Kalervo",1264,3308.167,2007,7,"KYM"
"1409","Tuomala-Pasanen Kirsi",1063,3053.692,2007,7,"KYM"
"1410","Huuhilo Marjo",820,2835.571,2007,7,"KYM"
"1411",NA,NA,NA,2007,7,"KYM"
"1412","KOK - SAML",NA,NA,2007,7,"KYM"
"1413","*Häkämies Jyri",7857,39192,2007,7,"KYM"
"1414","*Larikka Jari",6785,19596,2007,7,"KYM"
"1415","*Paajanen Reijo",4486,13064,2007,7,"KYM"
"1416","Lahtela Seppo",4371,9798,2007,7,"KYM"
"1417","Kuosmanen Pekka",3942,7838.4,2007,7,"KYM"
"1418","Urpalainen Anu",3332,6532,2007,7,"KYM"
"1419","Hänninen Jyri",2495,5598.857,2007,7,"KYM"
"1420","Urpalainen Emilio",1108,4899,2007,7,"KYM"
"1421","Kivimäki Minna",1001,4354.667,2007,7,"KYM"
"1422","von Hertzen Anna",959,3919.2,2007,7,"KYM"
"1423","Koskela Birgit",934,3562.909,2007,7,"KYM"
"1424","Pitkänen Jyrki",721,3266,2007,7,"KYM"
"1425","Vallema Irene",627,3014.769,2007,7,"KYM"
"1426","Tuomi Paula",574,2799.429,2007,7,"KYM"
"1427",NA,NA,NA,2007,7,"KYM"
"1428","SDP",NA,NA,2007,7,"KYM"
"1429","*Kiljunen Anneli",10770,46556,2007,7,"KYM"
"1430","*Paatero Sirpa",6176,23278,2007,7,"KYM"
"1431","*Koski Valto",4922,15518.667,2007,7,"KYM"
"1432","*Hurskainen Sinikka",4866,11639,2007,7,"KYM"
"1433","Posti Pekka",3773,9311.2,2007,7,"KYM"
"1434","Hämäläinen Pentti",2794,7759.333,2007,7,"KYM"
"1435","Helminen Harri",2316,6650.857,2007,7,"KYM"
"1436","Lattu Antero",2220,5819.5,2007,7,"KYM"
"1437","Tuukkanen-Peussa Minna",1843,5172.889,2007,7,"KYM"
"1438","Nyberg Jukka",1763,4655.6,2007,7,"KYM"
"1439","Ijäs Esko",1526,4232.364,2007,7,"KYM"
"1440","Kallio Jorma",1355,3879.667,2007,7,"KYM"
"1441","Airaksinen Katja",1354,3581.231,2007,7,"KYM"
"1442","Kujala Sanna",878,3325.429,2007,7,"KYM"
"1443",NA,NA,NA,2007,7,"KYM"
"1444","VAS - VÄNST - LEFT",NA,NA,2007,7,"KYM"
"1445","*Tiusanen Pentti",6801,11727,2007,7,"KYM"
"1446","Porkka Jukka",876,5863.5,2007,7,"KYM"
"1447","Tammilehto Jarmo",795,3909,2007,7,"KYM"
"1448","Pohjalainen Hilla",612,2931.75,2007,7,"KYM"
"1449","Mäkelä Jukka",563,2345.4,2007,7,"KYM"
"1450","Liukkonen Jorma",462,1954.5,2007,7,"KYM"
"1451","Husu Riitta",366,1675.286,2007,7,"KYM"
"1452","Roslakka-Hynninen Marja",281,1465.875,2007,7,"KYM"
"1453","Virransalo Ritva",257,1303,2007,7,"KYM"
"1454","Toivanen Nana",235,1172.7,2007,7,"KYM"
"1455","Toivonen Marko",192,1066.091,2007,7,"KYM"
"1456","Minkkinen Sirpa",153,977.25,2007,7,"KYM"
"1457","Lautamäki Pertti",134,902.077,2007,7,"KYM"
"1458",NA,NA,NA,2007,7,"KYM"
"1459","VIHR - GRÖNA - GREENS",NA,NA,2007,7,"KYM"
"1460","Griinari Leena",1435,8077,2007,7,"KYM"
"1461","Holopainen Hanna",1022,4038.5,2007,7,"KYM"
"1462","Jukkara Niina",804,2692.333,2007,7,"KYM"
"1463","Eskelinen Juha",768,2019.25,2007,7,"KYM"
"1464","Virtanen Sami",636,1615.4,2007,7,"KYM"
"1465","Hämäläinen Tommi",602,1346.167,2007,7,"KYM"
"1466","Lähde-Summanen Hanna-Kaisa",594,1153.857,2007,7,"KYM"
"1467","Rosberg Tiina",524,1009.625,2007,7,"KYM"
"1468","Timonen Markku",522,897.444,2007,7,"KYM"
"1469","Torkkeli Outi",496,807.7,2007,7,"KYM"
"1470","Marttinen Taina",262,734.273,2007,7,"KYM"
"1471","Kollanus Elmeri",193,673.083,2007,7,"KYM"
"1472","Punkkinen Galina",127,621.308,2007,7,"KYM"
"1473","Grandell Roger",92,576.929,2007,7,"KYM"
"1474",NA,NA,NA,2007,7,"KYM"
"1475","KD",NA,NA,2007,7,"KYM"
"1476","*Palm Sari",1749,11012,2007,7,"KYM"
"1477","Turkia Juha",1411,5506,2007,7,"KYM"
"1478","Jarva Antti",1379,3670.667,2007,7,"KYM"
"1479","Almgren Esko",1094,2753,2007,7,"KYM"
"1480","Karhula Tuula",991,2202.4,2007,7,"KYM"
"1481","Rasimus Risto",950,1835.333,2007,7,"KYM"
"1482","Kilpeläinen Veijo",753,1573.143,2007,7,"KYM"
"1483","Rantalainen Juha",599,1376.5,2007,7,"KYM"
"1484","Himanen Petri",509,1223.556,2007,7,"KYM"
"1485","Aalto Seija",486,1101.2,2007,7,"KYM"
"1486","Komppa Kalevi",365,1001.091,2007,7,"KYM"
"1487","Vänskä Raimo",355,917.667,2007,7,"KYM"
"1488","Mustonen Senja",219,847.077,2007,7,"KYM"
"1489","Johansson Arto",152,786.571,2007,7,"KYM"
"1490",NA,NA,NA,2007,7,"KYM"
"1491","PS - SAF",NA,NA,2007,7,"KYM"
"1492","Purho Hannu",1439,8899,2007,7,"KYM"
"1493","Gröhn Anssi",1123,4449.5,2007,7,"KYM"
"1494","Eerola Juho",981,2966.333,2007,7,"KYM"
"1495","Pitko Eeva-Riitta",932,2224.75,2007,7,"KYM"
"1496","Lindström Jari",920,1779.8,2007,7,"KYM"
"1497","Merivirta Jorma-Kalevi",585,1483.167,2007,7,"KYM"
"1498","Leppänen Marja-Leena",503,1271.286,2007,7,"KYM"
"1499","Lehto Raul",448,1112.375,2007,7,"KYM"
"1500","Koponen Juha-Pekka",413,988.778,2007,7,"KYM"
"1501","Kangasmäki Auli",396,889.9,2007,7,"KYM"
"1502","van Wonterghem Freddy",367,809,2007,7,"KYM"
"1503","Rita Laura",356,741.583,2007,7,"KYM"
"1504","Timonen Eliisa",276,684.538,2007,7,"KYM"
"1505","Soukkalahti Satu",160,635.643,2007,7,"KYM"
"1506",NA,NA,NA,2007,7,"KYM"
"1507","SKP - FKP",NA,NA,2007,7,"KYM"
"1508","Niemi Mikko",118,628,2007,7,"KYM"
"1509","Viitaniemi Miska",113,314,2007,7,"KYM"
"1510","Kaipainen Rose",84,209.333,2007,7,"KYM"
"1511","Räsänen Matti",84,157,2007,7,"KYM"
"1512","Puumalainen Rauno",55,125.6,2007,7,"KYM"
"1513","Simonsson Jari",55,104.667,2007,7,"KYM"
"1514","Uhlbrandt Andreas",23,69.778,2007,7,"KYM"
"1515",NA,NA,NA,2007,7,"KYM"
"1516","IP",NA,NA,2007,7,"KYM"
"1517","Laihanen Kauko",126,372,2007,7,"KYM"
"1518","Pellinen Jarmo",72,186,2007,7,"KYM"
"1519","Pentti Hannu",50,124,2007,7,"KYM"
"1520","Saaresti Martti",45,93,2007,7,"KYM"
"1521","Nopanen Pertti",33,74.4,2007,7,"KYM"
"1522","Kaikko Aarno",32,62,2007,7,"KYM"
"1523","Huttunen Asko",14,53.143,2007,7,"KYM"
"1524",NA,NA,NA,2007,7,"KYM"
"1525","KTP - KAP",NA,NA,2007,7,"KYM"
"1526","Ikonen Pertti",42,89.714,2007,7,"KYM"
"1527","Knuutila Jarmo",36,78.5,2007,7,"KYM"
"1528","Lindroos-Bergvald Markku",18,62.8,2007,7,"KYM"
"1529",NA,NA,NA,2007,7,"KYM"
"1530","STP - FAP",NA,NA,2007,7,"KYM"
"1531","Auervuolle Esko",37,72,2007,7,"KYM"
"1532","Katajaranta Reijo",18,36,2007,7,"KYM"
"1533","Hermonen Esa",17,24,2007,7,"KYM"
"1534",NA,NA,NA,2007,7,"KYM"
"1535","YVP",NA,NA,2007,7,"KYM"
"1536","Koivisto Kari",69,69,2007,7,"KYM"
"1537",NA,NA,NA,2007,7,"KYM"
"1538","MUUT EI PUOLUEET - ÖVRIGA - OTHERS",NA,NA,2007,7,"KYM"
"1539","Flinkman Risto",83,83,2007,7,"KYM"
"1540",NA,NA,NA,2007,7,"KYM"
"1541",NA,NA,NA,2007,7,"KYM"
"1542","ETELÄ-SAVO - SÖDRA SAVOLAX - SOUTH SAVO",NA,NA,2007,8,"ESA"
"1543",NA,NA,NA,2007,8,"ESA"
"1544","KESK - CENT",NA,NA,2007,8,"ESA"
"1545","*Komi Katri",5885,30759,2007,8,"ESA"
"1546","*Leppä Jari",5762,15379.5,2007,8,"ESA"
"1547","Nousiainen Pekka",5267,10253,2007,8,"ESA"
"1548","Korhonen Seija",3401,7689.75,2007,8,"ESA"
"1549","Nenonen Jukka",2432,6151.8,2007,8,"ESA"
"1550","Kakriainen Markku",1954,5126.5,2007,8,"ESA"
"1551","Tulla Matti",1295,4394.143,2007,8,"ESA"
"1552","Auvinen Toni",940,3844.875,2007,8,"ESA"
"1553","Koikkalainen Jaro",860,3417.667,2007,8,"ESA"
"1554","Olkkonen Kirsi",854,3075.9,2007,8,"ESA"
"1555","Rautio-Teijonmaa Jaana",737,2796.273,2007,8,"ESA"
"1556","Varis Aira",721,2563.25,2007,8,"ESA"
"1557","Parkkisenniemi Mira",492,2366.077,2007,8,"ESA"
"1558","Kopakkala Pirkko-Liisa",159,2197.071,2007,8,"ESA"
"1559",NA,NA,NA,2007,8,"ESA"
"1560","KOK - SAML",NA,NA,2007,8,"ESA"
"1561","*Nepponen Olli",3728,21108,2007,8,"ESA"
"1562","*Toivakka Lenita",3233,10554,2007,8,"ESA"
"1563","Linnamurto Saku",2369,5277,2007,8,"ESA"
"1564","Oksa Pertti",2123,4221.6,2007,8,"ESA"
"1565","Wright Helena",1485,3015.429,2007,8,"ESA"
"1566","Koivikko Jyrki",1015,2638.5,2007,8,"ESA"
"1567","Leskinen Jaana",737,2110.8,2007,8,"ESA"
"1568","Kuukkanen Marianne",454,1918.909,2007,8,"ESA"
"1569","Toroi Jari",386,1759,2007,8,"ESA"
"1570",NA,NA,NA,2007,8,"ESA"
"1571","SDP",NA,NA,2007,8,"ESA"
"1572","*Viitamies Pauliina",6690,29837,2007,8,"ESA"
"1573","Backman Jouni",5259,9945.667,2007,8,"ESA"
"1574","Seppälä Arto",3955,7459.25,2007,8,"ESA"
"1575","Ojala Sakari",1716,5967.4,2007,8,"ESA"
"1576","Taavitsainen Satu",1395,4972.833,2007,8,"ESA"
"1577","Suomalainen Ritva",1241,4262.429,2007,8,"ESA"
"1578","Mikkonen Anna-Kristiina",760,3315.222,2007,8,"ESA"
"1579","Hartonen Ari",725,2983.7,2007,8,"ESA"
"1580","Asif Nazia",556,2486.417,2007,8,"ESA"
"1581","Hirvonen Teemu",407,2295.154,2007,8,"ESA"
"1582",NA,NA,NA,2007,8,"ESA"
"1583","VAS - VÄNST - LEFT",NA,NA,2007,8,"ESA"
"1584","Tamminen Aura",765,3729.625,2007,8,"ESA"
"1585","Tillanen Ilkka",654,2712.455,2007,8,"ESA"
"1586",NA,NA,NA,2007,8,"ESA"
"1587","VIHR - GRÖNA - GREENS",NA,NA,2007,8,"ESA"
"1588","*Järvinen Heli",5525,14918.5,2007,8,"ESA"
"1589","Karjalainen Jorma",189,2131.214,2007,8,"ESA"
"1590",NA,NA,NA,2007,8,"ESA"
"1591","KD",NA,NA,2007,8,"ESA"
"1592","Riikonen Teuvo V.",2454,7036,2007,8,"ESA"
"1593","Moilanen Leena",276,1623.692,2007,8,"ESA"
"1594","Mäkeläinen Katriina",195,1507.714,2007,8,"ESA"
"1595",NA,NA,NA,2007,8,"ESA"
"1596","PS - SAF",NA,NA,2007,8,"ESA"
"1597","Pehkonen Tauno",1865,3518,2007,8,"ESA"
"1598","Hirvonen Timo",788,2345.333,2007,8,"ESA"
"1599",NA,NA,NA,2007,8,"ESA"
"1600","SKP - FKP",NA,NA,2007,8,"ESA"
"1601","Hannikainen Seppo",154,307,2007,8,"ESA"
"1602","Poimala Jani",101,153.5,2007,8,"ESA"
"1603","Väisänen Ano",52,102.333,2007,8,"ESA"
"1604",NA,NA,NA,2007,8,"ESA"
"1605","IP",NA,NA,2007,8,"ESA"
"1606","Kontinen Jaakko",149,149,2007,8,"ESA"
"1607",NA,NA,NA,2007,8,"ESA"
"1608","KTP - KAP",NA,NA,2007,8,"ESA"
"1609","Virtanen Pentti",40,40,2007,8,"ESA"
"1610",NA,NA,NA,2007,8,"ESA"
"1611","STP - FAP",NA,NA,2007,8,"ESA"
"1612","Haavisto Juho",35,35,2007,8,"ESA"
"1613",NA,NA,NA,2007,8,"ESA"
"1614",NA,NA,NA,2007,8,"ESA"
"1615","POHJOIS-SAVO - NORRA SAVOLAX - NORTH SAVO",NA,NA,2007,9,"PSA"
"1616",NA,NA,NA,2007,9,"PSA"
"1617","KESK - CENT",NA,NA,2007,9,"PSA"
"1618","*Kääriäinen Seppo",7629,45607,2007,9,"PSA"
"1619","*Heikkinen Hannakaisa",7083,22803.5,2007,9,"PSA"
"1620","*Katainen Elsi",5683,15202.333,2007,9,"PSA"
"1621","*Rossi Markku",4233,11401.75,2007,9,"PSA"
"1622","Kettunen Rauno",4093,9121.4,2007,9,"PSA"
"1623","Martikainen Ossi",3565,7601.167,2007,9,"PSA"
"1624","Lämsä Eero",3226,6515.286,2007,9,"PSA"
"1625","Pakarinen Riikka",3186,5700.875,2007,9,"PSA"
"1626","Savolainen Leila",1347,5067.444,2007,9,"PSA"
"1627","Vidgrén Eveliina",1264,4560.7,2007,9,"PSA"
"1628","Nousiainen Perttu",1200,4146.091,2007,9,"PSA"
"1629","Hiekkala Panu",1193,3800.583,2007,9,"PSA"
"1630","Pöyhönen Tarja",1066,3508.231,2007,9,"PSA"
"1631","Puskala Varpu",839,3257.643,2007,9,"PSA"
"1632",NA,NA,NA,2007,9,"PSA"
"1633","KOK - SAML",NA,NA,2007,9,"PSA"
"1634","*Katainen Jyrki",10806,26030,2007,9,"PSA"
"1635","Eestilä Markku",2648,8676.667,2007,9,"PSA"
"1636","Raassina Sari",2162,6507.5,2007,9,"PSA"
"1637","Partanen Hanna",1800,5206,2007,9,"PSA"
"1638","Kouros Kristiina",1168,4338.333,2007,9,"PSA"
"1639","Jauhiainen Rieti",592,3718.571,2007,9,"PSA"
"1640","Louejoki Satu",530,3253.75,2007,9,"PSA"
"1641","Ongelin Erik",452,2892.222,2007,9,"PSA"
"1642","Pirinen Kaj",452,2603,2007,9,"PSA"
"1643","Kytölä Reijo",389,2366.364,2007,9,"PSA"
"1644","Huuskonen Anja",299,2169.167,2007,9,"PSA"
"1645","Sorjonen Anu",214,2002.308,2007,9,"PSA"
"1646","Luoma Esko",184,1859.286,2007,9,"PSA"
"1647",NA,NA,NA,2007,9,"PSA"
"1648","SDP",NA,NA,2007,9,"PSA"
"1649","*Rajamäki Kari",7850,24760,2007,9,"PSA"
"1650","*Väätäinen Tuula",5018,12380,2007,9,"PSA"
"1651","Sokka Irja",2449,8253.333,2007,9,"PSA"
"1652","Hahtala-Koponen Mia",2224,6190,2007,9,"PSA"
"1653","Kaartinen Pekka",1507,4952,2007,9,"PSA"
"1654","Toppinen Jouni",1498,4126.667,2007,9,"PSA"
"1655","Röppänen Neeta",1031,3537.143,2007,9,"PSA"
"1656","Pollari Pekka",748,3095,2007,9,"PSA"
"1657","Oksiala Leea",581,2751.111,2007,9,"PSA"
"1658","Kukkonen Paavali",576,2476,2007,9,"PSA"
"1659","Kekäläinen Sari",561,2250.909,2007,9,"PSA"
"1660","Korte Niko",436,2063.333,2007,9,"PSA"
"1661","Pöllänen Jussi",156,1904.615,2007,9,"PSA"
"1662","Oksanen Markku",125,1768.571,2007,9,"PSA"
"1663",NA,NA,NA,2007,9,"PSA"
"1664","VAS - VÄNST - LEFT",NA,NA,2007,9,"PSA"
"1665","*Virtanen Erkki",3808,19326,2007,9,"PSA"
"1666","Semi Matti",2958,9663,2007,9,"PSA"
"1667","Haring Kari",2599,6442,2007,9,"PSA"
"1668","Puurunen Kirsti",1745,3865.2,2007,9,"PSA"
"1669","Pikkarainen Rauno",1317,3221,2007,9,"PSA"
"1670","Hämäläinen Tuulia",582,1932.6,2007,9,"PSA"
"1671","Ihalainen Terho",512,1756.909,2007,9,"PSA"
"1672","Tannio Sari",397,1610.5,2007,9,"PSA"
"1673","Suoranta Kirsi-Marja",335,1486.615,2007,9,"PSA"
"1674",NA,NA,NA,2007,9,"PSA"
"1675","VIHR - GRÖNA - GREENS",NA,NA,2007,9,"PSA"
"1676","Tuomainen Raimo",2346,4831.5,2007,9,"PSA"
"1677","Räsänen Terhi",1248,2760.857,2007,9,"PSA"
"1678","Laatikainen Tarja",658,2415.75,2007,9,"PSA"
"1679","Hämäläinen Antti",590,2147.333,2007,9,"PSA"
"1680","Laakasuo Michael",231,1380.429,2007,9,"PSA"
"1681",NA,NA,NA,2007,9,"PSA"
"1682","KD",NA,NA,2007,9,"PSA"
"1683","*Kärkkäinen Kari",5778,10316,2007,9,"PSA"
"1684","Nerg Päivi",1161,5158,2007,9,"PSA"
"1685","Cederberg Björn",875,3438.667,2007,9,"PSA"
"1686","Iskanius Raija",549,2579,2007,9,"PSA"
"1687","Tossavainen Lauri",362,2063.2,2007,9,"PSA"
"1688","Liukkonen Salla",357,1719.333,2007,9,"PSA"
"1689","Rossi Juha",341,1473.714,2007,9,"PSA"
"1690","Heiskanen Nina",300,1289.5,2007,9,"PSA"
"1691","Korhonen Lasse",168,1146.222,2007,9,"PSA"
"1692","Sormunen Raili",128,1031.6,2007,9,"PSA"
"1693","Livson Ariel",104,937.818,2007,9,"PSA"
"1694","Maukonen Hannu",70,859.667,2007,9,"PSA"
"1695","Lounasvaara Eero",64,793.538,2007,9,"PSA"
"1696","Rönkkö Raimo",59,736.857,2007,9,"PSA"
"1697",NA,NA,NA,2007,9,"PSA"
"1698","PS - SAF",NA,NA,2007,9,"PSA"
"1699","*Oinonen Pentti Juhani",4334,13015,2007,9,"PSA"
"1700",NA,NA,NA,2007,9,"PSA"
"1701","SKP - FKP",NA,NA,2007,9,"PSA"
"1702","Ruuskanen Anne",149,782,2007,9,"PSA"
"1703","Mustonen Eeva",106,391,2007,9,"PSA"
"1704","Heikkinen Viljo",86,260.667,2007,9,"PSA"
"1705","Ikonen Arsi",78,195.5,2007,9,"PSA"
"1706","Julkunen Asko",74,156.4,2007,9,"PSA"
"1707","Taskinen Teuvo",51,130.333,2007,9,"PSA"
"1708","Kaukonen Taisto Olavi",42,86.889,2007,9,"PSA"
"1709","Svenn Paavo",38,78.2,2007,9,"PSA"
"1710",NA,NA,NA,2007,9,"PSA"
"1711","IP",NA,NA,2007,9,"PSA"
"1712","Turunen Urho",29,164,2007,9,"PSA"
"1713","Mikkonen Aaro",23,109.333,2007,9,"PSA"
"1714","Kumpulainen Maila",22,82,2007,9,"PSA"
"1715",NA,NA,NA,2007,9,"PSA"
"1716","SKS",NA,NA,2007,9,"PSA"
"1717","Penttinen Janne",100,100,2007,9,"PSA"
"1718",NA,NA,NA,2007,9,"PSA"
"1719","KA",NA,NA,2007,9,"PSA"
"1720","Kylänpää Liisa",254,328,2007,9,"PSA"
"1721",NA,NA,NA,2007,9,"PSA"
"1722","KTP - KAP",NA,NA,2007,9,"PSA"
"1723","Heliö Heikki",36,71.091,2007,9,"PSA"
"1724","Kosonen Pentti",32,65.167,2007,9,"PSA"
"1725",NA,NA,NA,2007,9,"PSA"
"1726","STP - FAP",NA,NA,2007,9,"PSA"
"1727","Tanski Kari",48,111.714,2007,9,"PSA"
"1728","Pietikäinen Väinö",42,97.75,2007,9,"PSA"
"1729",NA,NA,NA,2007,9,"PSA"
"1730",NA,NA,NA,2007,9,"PSA"
"1731","POHJOIS-KARJALA - NORRA KARELEN - NORTH KARELIA",NA,NA,2007,10,"PKA"
"1732",NA,NA,NA,2007,10,"PKA"
"1733","KESK - CENT",NA,NA,2007,10,"PKA"
"1734","*Vehviläinen Anu",6789,30391,2007,10,"PKA"
"1735","*Hoskonen Hannu",5982,15195.5,2007,10,"PKA"
"1736","*Reijonen Eero",5021,10130.333,2007,10,"PKA"
"1737","Kämäräinen Matti",4534,7597.75,2007,10,"PKA"
"1738","Niemi Anu",2449,6078.2,2007,10,"PKA"
"1739","Nuutinen Tapani",1320,5065.167,2007,10,"PKA"
"1740","Remes Salla",881,4341.571,2007,10,"PKA"
"1741","Riikonen Maija",835,3798.875,2007,10,"PKA"
"1742","Kuittinen Matti",829,3376.778,2007,10,"PKA"
"1743","Forsblom Outi",756,3039.1,2007,10,"PKA"
"1744","Hirvonen Jaakko",385,2762.818,2007,10,"PKA"
"1745","Kukkonen Pekka",217,2532.583,2007,10,"PKA"
"1746","Ihanus Osmo",201,2337.769,2007,10,"PKA"
"1747","Kinnunen Kristina",192,2170.786,2007,10,"PKA"
"1748",NA,NA,NA,2007,10,"PKA"
"1749","KOK - SAML",NA,NA,2007,10,"PKA"
"1750","*Ravi Pekka",4589,15043,2007,10,"PKA"
"1751","Wihonen Jussi",1992,5014.333,2007,10,"PKA"
"1752","Hirvonen Markus",653,3008.6,2007,10,"PKA"
"1753","Sihvonen Aulikki",630,2507.167,2007,10,"PKA"
"1754","Kettunen Anne-Mari",572,2149,2007,10,"PKA"
"1755","Ketonen Matti",569,1880.375,2007,10,"PKA"
"1756","Välitalo Liisa",420,1504.3,2007,10,"PKA"
"1757","Erlund Mirja",290,1367.545,2007,10,"PKA"
"1758","Öystilä Kaija",226,1157.154,2007,10,"PKA"
"1759","Hiltunen Reijo",100,1074.5,2007,10,"PKA"
"1760",NA,NA,NA,2007,10,"PKA"
"1761","SDP",NA,NA,2007,10,"PKA"
"1762","*Lahtela Esa",10813,29105,2007,10,"PKA"
"1763","*Kähkönen Lauri",4391,14552.5,2007,10,"PKA"
"1764","Tahvanainen Säde",3359,9701.667,2007,10,"PKA"
"1765","Eskelinen Seppo",2345,7276.25,2007,10,"PKA"
"1766","Mäkisalo-Ropponen Merja",1951,5821,2007,10,"PKA"
"1767","Pennanen Eija",988,4157.857,2007,10,"PKA"
"1768","Kainulainen Ismo",935,3638.125,2007,10,"PKA"
"1769","Karukannas Matti",645,3233.889,2007,10,"PKA"
"1770","Rämänen Pirjo",532,2910.5,2007,10,"PKA"
"1771","Lehikoinen Heidi",525,2645.909,2007,10,"PKA"
"1772","Nyyssönen Leena",458,2238.846,2007,10,"PKA"
"1773",NA,NA,NA,2007,10,"PKA"
"1774","VAS - VÄNST - LEFT",NA,NA,2007,10,"PKA"
"1775","Tahvanainen Petteri",1277,4850.833,2007,10,"PKA"
"1776","Waltzer Katariina",465,2425.417,2007,10,"PKA"
"1777","Räihä Riitta",421,2078.929,2007,10,"PKA"
"1778",NA,NA,NA,2007,10,"PKA"
"1779","VIHR - GRÖNA - GREENS",NA,NA,2007,10,"PKA"
"1780","Cronberg Tarja",7804,9955,2007,10,"PKA"
"1781","Mikkonen Krista",473,4977.5,2007,10,"PKA"
"1782","Tahvanainen Teemu",289,3318.333,2007,10,"PKA"
"1783","Kainulainen Pauliina",246,2488.75,2007,10,"PKA"
"1784","Massinen Minttu",231,1991,2007,10,"PKA"
"1785","Lukkarinen Jani",217,1659.167,2007,10,"PKA"
"1786","Autti Hannele",199,1422.143,2007,10,"PKA"
"1787","Parviainen Mervi",145,1244.375,2007,10,"PKA"
"1788","Laakkonen Anu",125,1106.111,2007,10,"PKA"
"1789","Elonheimo Ville",72,995.5,2007,10,"PKA"
"1790","Jorasmaa Ilpo",68,905,2007,10,"PKA"
"1791","Fagerlund Jari",32,829.583,2007,10,"PKA"
"1792","Katajisto Eero",29,765.769,2007,10,"PKA"
"1793","Koskikallio Ilpo",25,711.071,2007,10,"PKA"
"1794",NA,NA,NA,2007,10,"PKA"
"1795","KD",NA,NA,2007,10,"PKA"
"1796","Piironen Juha",2343,7521.5,2007,10,"PKA"
"1797","Kanervikkoaho Maria",231,1253.583,2007,10,"PKA"
"1798",NA,NA,NA,2007,10,"PKA"
"1799","PS - SAF",NA,NA,2007,10,"PKA"
"1800","Leppänen Urpo",1975,3760.75,2007,10,"PKA"
"1801","Suomalainen Kati",453,1671.444,2007,10,"PKA"
"1802",NA,NA,NA,2007,10,"PKA"
"1803","SKP - FKP",NA,NA,2007,10,"PKA"
"1804","Lavikainen Timo",155,517,2007,10,"PKA"
"1805","Saarelainen Veijo",104,258.5,2007,10,"PKA"
"1806","Heikkilä Arto",67,172.333,2007,10,"PKA"
"1807","Vaskonen Martti",55,129.25,2007,10,"PKA"
"1808","Ruttonen Raimo",42,103.4,2007,10,"PKA"
"1809","Kilpeläinen Teuvo",41,86.167,2007,10,"PKA"
"1810","Kaukonen Toni",35,73.857,2007,10,"PKA"
"1811","Tuppurainen Aili",18,64.625,2007,10,"PKA"
"1812",NA,NA,NA,2007,10,"PKA"
"1813","IP",NA,NA,2007,10,"PKA"
"1814","Kettunen Miia",77,159,2007,10,"PKA"
"1815","Liehu Veikko",60,79.5,2007,10,"PKA"
"1816","Torvinen Jani",22,53,2007,10,"PKA"
"1817",NA,NA,NA,2007,10,"PKA"
"1818","KTP - KAP",NA,NA,2007,10,"PKA"
"1819","Kilponen Kari",40,40,2007,10,"PKA"
"1820",NA,NA,NA,2007,10,"PKA"
"1821","STP - FAP",NA,NA,2007,10,"PKA"
"1822","Orava Matti",31,31,2007,10,"PKA"
"1823",NA,NA,NA,2007,10,"PKA"
"1824",NA,NA,NA,2007,10,"PKA"
"1825","VAASA - VASA",NA,NA,2007,11,"VAA"
"1826",NA,NA,NA,2007,11,"VAA"
"1827","KESK - CENT",NA,NA,2007,11,"VAA"
"1828","*Mieto Juha",13768,78523,2007,11,"VAA"
"1829","*Lintilä Mika",7697,39261.5,2007,11,"VAA"
"1830","*Puumala Tuomo",7335,26174.333,2007,11,"VAA"
"1831","*Sihto Paula",7313,19630.75,2007,11,"VAA"
"1832","*Haapoja Susanna",7263,15704.6,2007,11,"VAA"
"1833","*Ahonen Esko",5974,13087.167,2007,11,"VAA"
"1834","Hautala Lasse",5509,11217.571,2007,11,"VAA"
